Sun Oct 14 14:09:38 2018    profiling.txt

         11793505 function calls (11619950 primitive calls) in 79.280 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/targets/codegen.py:484(scan_unresolved_symbols)
       18    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/targets/base.py:1081(__getattr__)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/llvmlite/binding/options.py:1(<module>)
        2    0.000    0.000    0.000    0.000 {function Random.seed at 0x7ffb3c90e048}
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numpy/lib/ufunclike.py:5(<module>)
        2    0.000    0.000    0.000    0.000 {built-in method posix.cpu_count}
      119    0.000    0.000    0.000    0.000 {built-in method sys.intern}
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/backends/backend_qt5agg.py:21(FigureCanvasQTAgg)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/scipy/integrate/_ivp/common.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/scipy/optimize/_lsq/dogbox.py:42(<module>)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/scipy/sparse/linalg/eigen/lobpcg/lobpcg.py:11(<module>)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/scipy/spatial/kdtree.py:176(KDTree)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/cbook/deprecation.py:1(<module>)
      281    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/pyparsing.py:2634(<genexpr>)
       33    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/typing/templates.py:631(register_attr)
        9    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/ir.py:232(inplace_binop)
      235    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/llvmlite/binding/ffi.py:217(_dispose)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/scipy/stats/mstats_extras.py:4(<module>)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/sklearn/utils/deprecation.py:1(<module>)
        3    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/scipy/misc/doccer.py:135(_doc)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/cuda/nvvmutils.py:1(<module>)
        8    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/llvmlite/binding/passmanagers.py:116(finalize)
       82    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numpy/lib/utils.py:69(__init__)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/token.py:78(<dictcomp>)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/unittest/case.py:351(TestCase)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/sklearn/utils/multiclass.py:8(<module>)
        7    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/dateutil/parser/_parser.py:315(_convert)
      122    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/ssl.py:144(<lambda>)
        3    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/pyparsing.py:3142(__init__)
       11    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/rcsetup.py:75(_listify_validator)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/targets/numbers.py:792(real_lt_impl)
       45    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/compiler.py:211(add_stage)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/targets/callconv.py:378(get_function_type)
       45    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/rewrites/registry.py:12(__init__)
        9    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/datamodel/models.py:310(__init__)
       16    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/targets/arrayobj.py:2176(array_record_getitem)
       99    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/ir.py:497(__init__)
       20    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/llvmlite/ir/module.py:211(<genexpr>)
       61    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numpy/core/function_base.py:13(_index_deprecate)
       62    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numpy/core/numerictypes.py:127(english_lower)
        6    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/distutils/version.py:302(__init__)
        3    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/pyparsing.py:2023(suppress)
      127    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/typing/templates.py:654(Template)
       20    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/types/abstract.py:183(_determine_array_spec)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/threading.py:1166(__init__)
        2    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numpy/core/getlimits.py:251(_get_machar)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numpy/core/numerictypes.py:440(_set_array_types)
       10    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/collections/__init__.py:548(__init__)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/scipy/interpolate/rbf.py:44(<module>)
      102    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/pyparsing.py:2137(streamline)
       97    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/pyparsing.py:4759(<genexpr>)
      121    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/interpreter.py:206(code_consts)
      235    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/types/containers.py:257(key)
        4    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/errors.py:317(decorator)
        4    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/six.py:89(__get__)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numpy/ma/core.py:3075(view)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numpy/lib/shape_base.py:1(<module>)
        5    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/_collections_abc.py:879(__iter__)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/scipy/optimize/_hessian_update_strategy.py:104(FullHessianUpdateStrategy)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/scipy/ndimage/morphology.py:31(<module>)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/docstring.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/compiler.py:265(BasePipeline)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/targets/options.py:3(<module>)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/typing/builtins.py:37(Abs)
        4    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/uuid.py:121(__init__)
       10    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/llvmlite/ir/module.py:87(add_named_metadata)
       37    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/multiprocessing/__init__.py:22(<genexpr>)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numpy/fft/helper.py:4(<module>)
        2    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/logging/__init__.py:1303(setLevel)
        4    0.000    0.000    0.000    0.000 {method 'max' of 'numpy.ndarray' objects}
        5    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/PIL/TiffImagePlugin.py:614(decorator)
       10    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/scipy/stats/_multivariate.py:184(__init__)
      122    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/ssl.py:124(<lambda>)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/cuda/simulator/cudadrv/nvvm.py:4(<module>)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/typing/builtins.py:217(BinOpPower)
       13    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/ir.py:270(pair_first)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/types/functions.py:331(__init__)
      257    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/llvmlite/ir/types.py:310(__str__)
       54    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/llvmlite/six.py:180(find_module)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/projections/geo.py:447(LambertAxes)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/spines.py:19(Spine)
        4    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/__init__.py:218(_is_writable_dir)
        6    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/distutils/version.py:307(parse)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/scipy/interpolate/ndgriddata.py:6(<module>)
       32    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/typing/arraydecl.py:513(generic)
        5    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/llvmlite/llvmpy/core.py:174(get_or_insert_named_metadata)
       95    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/utils.py:201(_check_attr)
       51    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/llvmlite/six.py:173(_add_module)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/tempfile.py:156(<listcomp>)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numpy/core/numeric.py:2923(<listcomp>)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numpy/core/numerictypes.py:766(_construct_lookups)
        6    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/weakref.py:109(remove)
      269    0.000    0.000    0.000    0.000 {method 'items' of 'collections.OrderedDict' objects}
      104    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/cbook/__init__.py:2642(_StringFuncParser)
       15    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/pyparsing.py:3995(__str__)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/dateutil/parser/_parser.py:1359(_tzparser)
        4    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/targets/codegen.py:529(_proxy)
        5    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/typeinfer.py:960(_unify_return_types)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/targets/base.py:174(BaseContext)
        2    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/cgutils.py:850(global_constant)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/npdatetime.py:5(<module>)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/tri/tritools.py:3(<module>)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/tri/trirefine.py:3(<module>)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/sklearn/utils/optimize.py:10(<module>)
      122    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/ssl.py:134(<lambda>)
       18    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/inline_closurecall.py:113(_inline_reduction)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/typing/builtins.py:195(BinOpTrueDiv)
       46    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/targets/imputils.py:140(_decorate_getattr)
      176    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/lowering.py:153(pre_block)
       23    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/ir.py:485(__str__)
       12    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/llvmlite/ir/values.py:37(<listcomp>)
       78    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numpy/core/_internal.py:726(<genexpr>)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/datetime.py:2097(timezone)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/posixpath.py:393(_joinrealpath)
       27    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/__init__.py:1012(is_url)
       60    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/cuda/target.py:83(target_data)
        5    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/compiler.py:733(add_optimization_stage)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/typing/builtins.py:332(OrderedCmpOp)
       13    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/ir.py:275(pair_second)
        2    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numpy/core/getlimits.py:96(_str_xmin)
       61    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numpy/core/numeric.py:1927(isscalar)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/backends/qt_editor/formsubplottool.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/backends/backend_agg.py:71(RendererAgg)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/sklearn/utils/linear_assignment_.py:5(<module>)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/scipy/stats/_continuous_distns.py:3800(lognorm_gen)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/scipy/optimize/_trustregion_constr/tr_interior_point.py:13(<module>)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/scipy/optimize/_trustregion.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/scipy/sparse/construct.py:2(<module>)
